,pollPlaceName,googlePlaceID,dates,county,idTown,lat,lng,address,url
304,ABSENTEE,ChIJ9X0RL44XX4gRRy1hDprcskI,"['10/13/2020 - 10/16/2020 08:00 AM - 04:30 PM', '10/19/2020 - 10/23/2020 08:00 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 04:30 PM']",Union County,144,34.8785249,-83.96063819999999,"65 COURTHOUSE ST, BLAIRSVILLE, GA 30512","https://www.google.com/maps/search/65+COURTHOUSE+ST+BLAIRSVILLE,+GA,+30512"
305,CIVIC CENTER,ChIJXbAx-h5_84gR0T8_mr-4Zf4,"['10/12/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Upson County,145,32.8855878,-84.3095326,"101 CIVIC CENTER DRIVE, THOMASTON, GA 30286","https://www.google.com/maps/search/101+CIVIC+CENTER+DRIVE+THOMASTON,+GA,+30286"
306,CHICKAMAUGA CIVIC CENTER,ChIJZwFxnCJCYIgRqDvRfue6x20,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Walker County,146,34.8690098,-85.2932325,"1817 LEE CLARKSON RD, CHICKAMAUGA, GA 30707","https://www.google.com/maps/search/1817+LEE+CLARKSON+RD+CHICKAMAUGA,+GA,+30707"
307,GEORGIA NORTHWESTERN TECHNICAL COLLEGE ,ChIJ8RYjzPZqYIgRRW3gxQVCqwo,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Walker County,146,34.8091131,-85.24572520000001,"265 BICENTENNIAL TRAIL, ROCK SPRING, GA 30739","https://www.google.com/maps/search/265+BICENTENNIAL+TRAIL+ROCK+SPRING,+GA,+30739"
308,LOOKOUT MOUNTAIN UNITED METHODIST CHURCH,ChIJDwWPFGFbYIgRRIjmEk9w_ww,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Walker County,146,34.9762613,-85.3585436,"1300 LULA LAKE ROAD, LOOKOUT MOUNTAIN, GA 30750","https://www.google.com/maps/search/1300+LULA+LAKE+ROAD+LOOKOUT+MOUNTAIN,+GA,+30750"
309,ROSSVILLE MUNICIPAL CIVIC CENTER ,ChIJdfId-W1dYIgRnfX_B--GSMM,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Walker County,146,34.9805604,-85.2882108,"400 MCFARLAND AVE, ROSSVILLE, GA 30741","https://www.google.com/maps/search/400+MCFARLAND+AVE+ROSSVILLE,+GA,+30741"
310,WALKER COUNTY COURTHOUSE,ChIJzTXMehg-YIgRAxHPjONkxy4,"['10/12/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Walker County,146,34.7043906,-85.28053270000001,"103 S. DUKE STREET, LAFAYETTE, GA 30728","https://www.google.com/maps/search/103+S.+DUKE+STREET+LAFAYETTE,+GA,+30728"
311,MERIDIAN PARK,ChIJjTxTpCfG9YgRPgLKeqaEj-E,"['10/12/2020 - 10/16/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 04:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 04:00 PM']",Walton County,147,33.82511950000001,-83.876913,"101 GENERATION BLVD, LOGANVILLE, GA 30052","https://www.google.com/maps/search/101+GENERATION+BLVD+LOGANVILLE,+GA,+30052"
312,NOWELL RECREATION CENTER,ChIJoZTMW4vQ9YgRCbRGeHyo-ZA,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Walton County,147,33.7936475,-83.7150152,"201 W SPRING ST, MONROE, GA 30655","https://www.google.com/maps/search/201+W+SPRING+ST+MONROE,+GA,+30655"
313, BOARD OF ELECTIONS AND REGISTRATION,ChIJPa2mb3Hw74gRyHCyqcZhnX4,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/18/2020 - 10/18/2020 12:30 PM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Ware County,148,31.2112585,-82.3608734,"408 TEBEAU STREET, WAYCROSS, GA 31501","https://www.google.com/maps/search/408+TEBEAU+STREET+WAYCROSS,+GA,+31501"
314,WARE COUNTY ADMINISTRATION BUILDING,ChIJG3Lz1Xnw74gRTtKnI1wiK_c,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Ware County,148,31.2152934,-82.35603580000002,"305 OAK STREET, WAYCROSS, GA 31501","https://www.google.com/maps/search/305+OAK+STREET+WAYCROSS,+GA,+31501"
315,COMMUNITY SERVICE BUILDING,ChIJT11UpxsO94gRkJQ7QE8P7Ns,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Warren County,149,33.4080089,-82.66186239999999,"48 WARREN STREET, WARRENTON, GA 30828","https://www.google.com/maps/search/48+WARREN+STREET+WARRENTON,+GA,+30828"
316,WASHINGTON COUNTY BOARD OF ELECTIONS AND REGISTRATION,ChIJH2KLybcu94gRYI3y2urD4Zc,"['10/12/2020 - 10/16/2020 09:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 05:00 PM']",Washington County,150,32.9833226,-82.8125343,"117 JONES STREET, SANDERSVILLE, GA 31082","https://www.google.com/maps/search/117+JONES+STREET+SANDERSVILLE,+GA,+31082"
317,WAYNE COUNTY COURT HOUSE,ChIJo8lg1o64-ogR9fGVPDYdiQQ,"['10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Wayne County,151,31.6040932,-81.87992550000001,"174 N BRUNSWICK ST, JESUP, GA 31546","https://www.google.com/maps/search/174+N+BRUNSWICK+ST+JESUP,+GA,+31546"
318,WEBSTER COUNTY COMMISSIONER OFFICE,ChIJq5Gd4Brm8ogRWniY9EFo1hM,['10/12/2020 - 10/30/2020 08:30 AM - 04:00 PM'],Webster County,152,32.0661624,-84.5338397,"40 CEMETERY ROAD, PRESTON, GA 31824","https://www.google.com/maps/search/40+CEMETERY+ROAD+PRESTON,+GA,+31824"
319,COMMUNITY CENTER,ChIJh4CQICpW8IgR-lw8TeyCtj0,"['10/12/2020 - 10/30/2020 08:00 AM - 04:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 01:00 PM']",Wheeler County,153,32.1487941,-82.7832068,"16 W FOREST AVE, ALAMO, GA 30411","https://www.google.com/maps/search/16+W+FOREST+AVE+ALAMO,+GA,+30411"
320,MAUNEY BUILDING,ChIJq9RhTqxIX4gR4a3BgTauOaY,"['10/13/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",White County,154,34.6173796,-83.75481769999999,"1241 HELEN HWY, CLEVELAND, GA 30528","https://www.google.com/maps/search/1241+HELEN+HWY+CLEVELAND,+GA,+30528"
321,WHITFIELD COUNTY COURTHOUSE,ChIJJVs71Tp1YIgRx1yiteJo-d0,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Whitfield County,155,34.7724498,-84.97118859999999,"205 NORTH SELVIDGE ST, DALTON, GA 30720","https://www.google.com/maps/search/205+NORTH+SELVIDGE+ST.+DALTON,+GA,+30720"
322,WILCOX BOARD OF ELECTIONS & REGISTRATION,ChIJWUl7EWeX8YgR0N1RHKdkuFg,"['10/12/2020 - 10/16/2020 08:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 04:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 04:00 PM']",Wilcox County,156,31.9910406,-83.3133715,"377 COLLEGE ST, ABBEVILLE, GA 31001","https://www.google.com/maps/search/377+COLLEGE+ST+ABBEVILLE,+GA,+31001"
323,BOARD OF REGISTRARS,ChIJydFYQYuv94gRgvAXldjWbas,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Wilkes County,157,33.7382247,-82.7390393,"23 COURT STREET ROOM 113, WASHINGTON, GA 30673","https://www.google.com/maps/search/23+COURT+STREET+ROOM+113+WASHINGTON,+GA,+30673"
324,ELECTIONS OFFICE,ChIJ2z2p6AQ08YgR2mjjiYVll10,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Wilkinson County,158,32.8107241,-83.1739023,"100 BACON STREET, IRWINTON, GA 31042","https://www.google.com/maps/search/100+BACON+STREET+IRWINTON,+GA,+31042"
325,WORTH COUNTY VOTER REGISTRATION OFFICE,EisyMDEgTiBNYWluIFN0ICMxMCwgU3lsdmVzdGVyLCBHQSAzMTc5MSwgVVNBIh4aHAoWChQKEgkruS-FdwnyiBEPNzwisSh-whICMTA,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Worth County,159,31.5279022,-83.8361158,"201 N. MAIN ST. ROOM 10, SYLVESTER, GA 31791","https://www.google.com/maps/search/201+N.+MAIN+ST.+ROOM+10.+SYLVESTER,+GA,+31791"
